user_name,user_followers,user_friends,user_favourites,potential_bot
~ Beata ~ #MaskUp,1434,3954,168533.0,False
"Linda Samuels CPO-CD®, CVPO",5455,2743,2561.0,False
Brokerage Resource,504,580,1537.0,False
AM800news,25715,1519,2782.0,False
Gary Kennedy Lifetime Conservative Republican,3,89,896.0,False
(((Bvweir))) 💙🖖🏽❄️🐿🗽#DidNOTDrinkTheKoolAid,40318,33774,162609.0,False
#BuildBackBetter | SocialImpact| AgriTech| Data,2187,4995,17281.0,False
Private Suite Network | John Cutler,3034,4535,31350.0,False
Soumyajit Mandal,32,109,972.0,False
Global News: BC 1,33163,185,105.0,False
Sunil Kumar,3756,1263,15356.0,False
Victoria,19,360,211.0,True
Nation of Kekistan in Portland,141,273,14238.0,False
covidnews.ch,362,1885,149.0,True
covidnews.ch,362,1885,149.0,True
covidnews.ch,362,1885,149.0,True
Esme M. Infante,5616,4566,2511.0,False
CricketDiane,2599,4977,235933.0,False
🇨🇦David D. Plorable®🇺🇸,1282,1887,23109.0,False
Suky Spook,1996,2011,97368.0,False
Campeche_DailyNews,9,132,403.0,True
Yeah my name is Carl😒,3370,4186,129910.0,False
sodaflux,1629,2077,7132.0,False
GET A GRIP,20782,19219,203881.0,False
Al Dhalla,4183,4998,67561.0,False
Bosque Academo Atena,1063,1485,686.0,False
Earleen Devine,1827,2391,510.0,False
Bheki Dlaminibj,550,1110,950.0,False
William Whö ♿,3683,4969,13619.0,False
Mary,841,1832,11411.0,False
CSUEA,900,1555,17348.0,False
Christopher Heath,5835,1605,10031.0,False
Ted Lieu,1389287,10062,64938.0,False
Terry Johnstone,728,676,2148.0,False
Todd McDermott,3604,5681,4095.0,False
Tim Fenton,14808,230,49518.0,False
Komaya Team,264,440,43.0,False
RAND Corporation,205521,1348,3708.0,False
Rep. Susie Lee,18018,235,559.0,False
SJerzGirl,329,427,3457.0,False
Ohio Department of Education,47425,2741,56939.0,False
Lauri Stevens,34317,34050,6099.0,False
Harrison Glaser,729,641,2330.0,False
Alan Royston,721,257,25263.0,False
Andy,3053,3125,2451.0,False
Hindustan Times,7665785,126,2954.0,False
Dr David Nicholl.👉WearAMaskWashYourHands,25961,1647,12700.0,False
nuny2017,5169,5662,9036.0,False
Lul vano 🦋,4520,3835,6847.0,False
Suke,75,79,29.0,False
COVID Scale,872,2,7.0,True
Sunrise Movement 🌅,211298,2970,25691.0,False
martin Johnson,2852,5000,8697.0,False
(KurumiPlays) Pain,249,153,5648.0,False
Ranjel Rovar,127,231,861.0,False
NJTrainDelays - your vote is your voice,3129,3810,141946.0,False
Tulasi,1035,1753,228.0,False
Carl X | 🧠💰,789,418,24913.0,True
THIS WEEK'S LONG ISLAND NEWS,256,177,20205.0,False
California DDS,2035,956,3049.0,False
Trap TV™,488,1310,62403.0,False
Ted Silva III,69,54,426.0,False
Ducks Can Resist Too 🌊🍑🐱🦆🏳️‍🌈💙#EqualityAct,50759,39234,109971.0,False
NLADA,6771,1973,7065.0,False
Trisha’s Trying To Be Nice Today 😉,6964,7413,27226.0,False
Milan Gagnon,213,787,1020.0,False
Rai Lucien,207,387,338.0,False
International Medical Corps,22604,4249,6198.0,False
Dibaq Aquaculture,740,275,157.0,False
NB,953,3993,4880.0,False
Uken Report,255,409,314.0,False
JodhpurDistrict,5839,98,140.0,False
Grumpy_old_diver,236,1287,3797.0,False
Richard Nowakowski,148,75,12.0,False
Max Beilstein ♜,389,453,10925.0,False
Miami-Dade 311,2192,51,224.0,False
Virtual Hospice,8377,2178,4043.0,False
ASBMB,19037,2894,8563.0,False
City of Mississauga,71914,103,1390.0,False
Northwest Health Foundation,3166,766,9174.0,False
Miami-Dade County,106645,377,1451.0,False
I AM DONE,16404,12949,92904.0,False
RingCentral,56144,7494,3634.0,False
Karim RAFFA,2506,1528,62420.0,False
Quest Diagnostics Employer Population Health,835,445,8794.0,False
baltimorefund,2017,1421,1664.0,False
Buffalo Business First,19387,1033,2282.0,False
"Christine ""Tina"" Rohring",21,64,2.0,True
UNIDIR,7446,1639,8827.0,False
Major General PC SEN,40,132,88.0,False
Buckeyefarmer,5299,4651,146783.0,False
Desert,5119,4481,4974.0,False
Roger Armstrong,493,794,10269.0,False
Bob Riley,1260,2019,8762.0,False
Jonny Bananas,890,2096,981.0,False
Capital FM Malawi,80835,451,6101.0,False
Helen _ 5calls.org,84489,67891,687384.0,False
•free shrugs•,226,219,6021.0,False
Current Breaking News Online,123,10,92.0,False
Uken Report,255,409,314.0,False
Asian News Hub,2165,0,96.0,False
DHL Supply Chain,25531,4119,1240.0,False
NRDC 🌎🏡,337869,3718,12786.0,False
Stormy,28931,20159,240167.0,False
Jan Campbell Pierce 🇺🇸,6203,6192,99349.0,False
Touch Wood,1600,1858,2594.0,False
爪ᎥᖇᎩმ爪,868,315,51464.0,False
Daniel Santos,3556,3074,20365.0,False
Chris & Michele Neal | Christian Authors,2166,2011,11895.0,False
Kumar Manish #VoicesAgainstCovidStigma,15872,2361,2520.0,False
suedanim 🎭,3462,4964,101440.0,False
Sandy Harper,6834,4778,3650.0,False
Danielle,139,820,7624.0,False
Complaints Department,3320,5001,371889.0,False
Empowerment Uganda,33,403,6.0,True
Eagle FM Namibia,9424,546,587.0,False
MiMiSunGoddess🌞Safer At Home,1342,1216,145719.0,False
EY Manufacturing,566,173,116.0,False
Healthcare Supply Chain Association,2857,579,243.0,False
"Tom Folan, MD",9935,5371,124680.0,False
MrsFrankfromFlorida,2151,2950,1483.0,False
Arab News,287255,38,6.0,True
PhennommANON,9482,8687,27512.0,True
NationOnline,125234,1623,79.0,False
Tormund’s Beard,825,500,29198.0,False
Krister Axel,784,659,1949.0,False
Subhasis Dey,6,0,0.0,True
Medina Weather,613,83,1434.0,False
"Yonatan Greenstein, MD, FCCP",167,171,268.0,False
The Pigeon Express - TPE,1538,68,3602.0,False
An Acquired Taste But A Taste Worth Acquiring,318,235,1408.0,False
Jon Cohen,2598,4993,210557.0,False
Troll King 🐲,2101,1820,4414.0,False
NationOnline,125234,1623,79.0,False
HT Delhi,16862,173,28.0,False
Joanne Bosanquet MBE RN QN SCPHN 💜,9338,9686,40190.0,False
Kyodo News | Japan,15042,164,23.0,False
barrieblonde 🇨🇦,2837,4584,4920.0,False
GIANT 90.9 FM HD1/2,2835,2061,9266.0,False
Demelza Klass 🖤,845,1137,28920.0,False
Nirbaak,66,68,1295.0,False
Russell Saylor,380,669,80841.0,False
David Forrest,331,138,610.0,False
Richard Nowakowski,148,75,12.0,False
Hindustan Times,7665786,126,2954.0,False
Al,39,267,827.0,False
Laurie Garrett,193783,1784,8984.0,False
MichaelTetrick,21360,11449,6847.0,False
Haitham Ahmed,2516,554,1328.0,False
McHeyzer-Williams,23065,12629,1078.0,False
Empoprises,1632,2684,9289.0,False
Sandi Bachom,67607,19381,75057.0,False
NationOnline,125234,1623,79.0,False
COVID-19 Maharashtra stats,106,5,11.0,True
Erik Hansson 🇸🇪,12293,10557,27565.0,False
🏳️‍🌈❄️💙 🌊 I despise 45* POS POTUS🍑🤡,12734,11049,32559.0,False
sushmita goswami,195,174,1781.0,False
eMartmarket,375,1305,74.0,False
Saad,9556,2612,14200.0,False
The Unique 1,665,247,5360.0,False
Hindustan Times,7665786,126,2954.0,False
Senator Scott Wiener,64768,710,5490.0,False
Lawrence Cole,349,703,2.0,True
Bhadwenger 🇮🇳,14,104,1359.0,False
Tony de Wit 🐸,157,279,4793.0,False
Compass OKC,390,1988,43959.0,False
TELUGU INDUSTRY 🙏🙏,2203,33,2.0,True
Geek Gurl,1251,1618,3264.0,False
𝐒𝐚𝐦𝐅𝐫𝐚𝐧𝐜𝐢𝐬.𝐏𝐚𝐠𝐞,736,716,847.0,False
NationOnline,125234,1623,79.0,False
Org. Internacional DD. HH. 18.10,242,230,1378.0,True
James🇨🇦 BLM🏳️‍🌈🖤,195,598,3985.0,False
Gerry Malone,2536,2812,409.0,False
Danny Hentz,91,381,488.0,False
Afsana Yasmeen,462,797,1021.0,False
James B. Mowdy | #WearAMask #AllBlackLivesMatter,446,2015,32099.0,False
MJ Sanchez,84,118,629.0,False
"Phoebe, Greyhawk & Crow",115,889,4569.0,False
Mary Beth Miotto MD MPH,7183,4852,68649.0,False
Jon Day,1271,1500,12606.0,False
Raam Das,2419,1004,5939.0,False
"Dr Rajdeep Roy MP ( MS, MCh)",20149,305,1269.0,False
U.S. Army Garrison Hawaii,8864,1008,929.0,False
Derrick Zierler,1553,1452,7748.0,False
Sen. Lisa Murkowski,294726,567,404.0,False
Jeff Ingram,150,55,3610.0,False
"Nikolai, 🎮 ⛩️ Ghost of Tsushima",2293,1640,8412.0,False
Social DevelopmentGP,21580,1760,5092.0,False
WA State & Local,8057,7520,67430.0,False
SammyCrates,110,402,3981.0,False
Logan👃マスク鼻出し📱接触確認,326,99,103.0,False
🇺🇸Ron🇺🇸 📡KC7TKE📻,4228,4275,3284.0,True
Richard Heyduck,1226,2634,18295.0,False
Blood Donors India,1216660,2071,19483.0,False
NETWA DHURI,363,688,180.0,False
Carrie Lynn 🐱🐾🕉️,280,781,13150.0,False
Kevin Barry,1227,3672,5478.0,False
Tree Stories,1281,360,7544.0,False
Barbara Santana,1056,4935,484.0,False
Cherry Labs,258,200,2367.0,False
Bundung Maternal & Child Health Hospital -Official,703,456,406.0,False
Matt Simpson,1241,766,2868.0,False
John Clarke,8951,6756,3808.0,False
Neena Dayal ⏩,1070,355,161.0,False
Gombe Hub,5431,866,2051.0,False
duncinthecloud,42,321,92.0,True
Aqib Shah,75,187,312.0,False
Talentize,166,3,0.0,True
NGuzmán,203,494,10371.0,False
Project STREET WISE,1007,58,34750.0,False
MannequinHybrid,47,148,22118.0,False
Moses Zaree,603,1206,7922.0,False
Jonathan D. Neal,1033,2127,35841.0,False
Lina Hidalgo,52496,584,1018.0,False
Cornell AAP,3670,996,1306.0,False
Richard Nowakowski,148,75,12.0,False
Third Way Economic,3986,1207,600.0,False
🔛 Enrico Molinari #FinTech #MarTech 🇮🇹🇪🇺🇺🇸,27517,5938,46660.0,False
NJTrainDelays - your vote is your voice,3129,3810,141946.0,False
Mask-wearing Kara Moloney,323,548,9200.0,False
ᔕᗩᔕᔕƳ ᑭᗩᑎ丅ᔕ,2223,3131,16705.0,False
Latisha Simmons,3,3,2082.0,False
Arlene Rauen ن,239,213,2508.0,False
Blood Donors India,1216660,2071,19483.0,False
Matthew Goldman,231,1207,41084.0,False
Austin Johnson,55,371,63.0,False
Blood Donors India,1216660,2071,19483.0,False
andresflava,2109,2936,4503.0,False
Gregory Mancuso,3906,4718,3367.0,False
Mich S,267,1044,56341.0,False
🄷🄴🅰🅃 𝕮𝖚𝖑𝖙,179,483,16.0,False
Elkinsinboxinc Audiovisual #StopTheCDC,238,1508,8460.0,False
Empowerment Uganda,33,403,6.0,True
"Nick Ota-Wang, MA | He/Him/His 🏳️‍🌈 🎻 🐘 🐶 📖",1124,4996,7022.0,False
Ton Kraanen,2907,1243,102.0,False
SavvyPriya,3800,2441,90554.0,False
Jon Day,1271,1500,12606.0,False
GlobalPandemic.NET,26117,25282,2.0,True
Gregory J O'Flaherty 💧💦,301,419,6043.0,False
Michael Sadgrove 🇪🇺,7559,1925,26676.0,False
Kristen,3400,4558,70721.0,False
Action New Orleans,625,102,151.0,False
Bran the Disrupter,666,1513,13620.0,False
WEDCNews,3210,2392,1713.0,False
David Beard,60250,5182,78779.0,False
AJBA,115,921,13435.0,False
AsianRoughRider,666,762,1155.0,False
Lukas Schmelzeisen,92,157,161.0,False
Mike of Combat Republic,185,606,14188.0,False
Yael T. Abouhalkah,10977,10,42301.0,False
Brittany Kaplan,4747,1914,13393.0,False
Jace #KBF,270,331,9171.0,False
jeff berry,35,106,375.0,False
Thesavagecage,5386,5421,2224.0,False
Lillian Wight,700,940,22176.0,False
joan cooke,4562,4928,78731.0,False
Governor Hassan Joho,1039700,162,2379.0,False
Hershey Lover ❤️ 🇺🇸,406,607,8900.0,True
Richard Nowakowski,148,75,12.0,False
Frank Katz,462,586,22051.0,False
Alex Stanger,5257,3144,138884.0,False
Shiphattey .,850,1372,19.0,False
"Bernardo Tirado, PMP",47917,3905,186.0,False
Renee Wu Liu,288,135,27.0,True
Major General Ezeaka Chidozie Ishola Buharideen,12627,5441,53925.0,False
MarkNew,1045,3450,44145.0,False
Brian MacKenzie 🇺🇸🌊🌎👨‍🏫✝️🥁🏈,3132,3203,16127.0,False
Livia Alimena 🇱🇷🇪🇺🇮🇹,346,231,9600.0,False
Malik Nasir🇵🇰/🇹🇷,65,443,2017.0,False
El FLOYO,7210,6755,4356.0,False
SavvyPriya,3800,2441,90554.0,False
Brian MacKenzie 🇺🇸🌊🌎👨‍🏫✝️🥁🏈,3132,3203,16127.0,False
Blood Donors India,1216660,2071,19483.0,False
Firstpost,2073508,902,361.0,False
Kirk Spano,3212,380,8648.0,False
Empirical Data Strategies,216,890,321.0,False
Ann Churchill,205,491,45868.0,False
querious_nick,10,11,3.0,True
The Newz Post,1481,339,1597.0,False
claudiacragg,302,893,4857.0,False
"Dhrubajyoti Bandyopadhyay; MBBS, MD",191,894,678.0,False
Bobby Council,2028,2092,18316.0,False
Sundar Disilva 🌍,137,218,26015.0,False
Iris,2248,4946,117209.0,False
Piovarcy,127,413,413.0,False
Momentum,747,1098,1584.0,False
Afya Foundation,4264,2924,4500.0,False
Gerald Ashley,1605,312,14390.0,False
Blood Donors India,1216660,2071,19483.0,False
Katherine Eban,10304,1709,4953.0,False
kübra doğan,649,467,18729.0,False
The Tribune,88343,263,110.0,False
Firstpost Sports,440232,840,6.0,True
Leslie Wells,667,1682,6889.0,False
Bre #E4L,1607,2923,94734.0,False
Jo Comerford,2922,719,9043.0,False
Matt Nerzig,415,1690,147.0,False
American Patriot,1412,70,4597.0,False
Vye One 🇨🇦,6102,3620,36510.0,False
Andy Daly,1206,1156,5450.0,False
Blood Donors India,1216660,2071,19483.0,False
Neal Jones,1,4,12.0,False
Richard Nowakowski,148,75,12.0,False
Layla Bensassi,1365,1973,57997.0,False
~• Kim •~,267,1041,3541.0,False
Common People Social Foundation,43,370,301.0,False
Chayil Hawkins ❄️,224,273,2277.0,False
Angi Buhr,36,150,921.0,False
Denise Henwood,7951,7854,121288.0,False
Marcin Sułkowski,801,999,3760.0,False
DeSota Wilson,8578,7705,4226.0,False
Jeffrey Hester,4306,4957,28298.0,False
Ike Bam,559,800,3087.0,False
Cindy #BlackLivesMatter Chu,5845,2252,76716.0,False
Jstheater,3289,3066,27354.0,False
❤️🎷🎸💖,183,718,24536.0,False
Payam Yazdian پیام یزدیان,3652,1852,1666.0,False
tlcoles,686,1022,20363.0,False
HFLA of NEO,341,1054,493.0,False
"Vickie Ford, CLU",131,208,1644.0,False
Sia Glafkides,62,89,77.0,False
Ebru Erginbas,1296,1426,2557.0,False
Style Russell,9,32,0.0,True
Buffalo Business First,19387,1033,2282.0,False
C.J. Hayden,2944,2321,2980.0,False
Build Health International,684,727,2382.0,False
Business Insider India🇮🇳,63809,223,149.0,False
Chrissy Johnson,225,760,198.0,False
MANFORALLSEASONS,26,75,587.0,False
mathew abraham,444,353,7312.0,False
Paul Wusow | #Digital #Marketing #Strategist,99,319,748.0,False
Because Trump Sucks,50,55,198.0,False
JuneBug,173,455,21524.0,False
Silje ☕🧼😶,598,533,8805.0,False
Antibiotic Steward🆔 Bassam Ghanem,18662,390,29893.0,False
Shuaib Thuhthu,10670,2690,144556.0,False
Diana L. Collins,118,147,2071.0,False
dokuz8NEWS,10072,1624,44.0,False
"Sonny Dearth: Distance physically, not emotionally",2279,2580,31714.0,False
Bosque Academo Atena,1063,1485,686.0,False
Earth Plane,373,55,490.0,False
Harvard Macy,7755,4969,34311.0,False
Eswatini Government,11631,83,66.0,False
Keystone Partners,1077,1981,1484.0,False
"Jack Rodgers, Jr",10,30,235.0,False
Al Arabiya English,853292,41,1.0,True
KitizoTv,55,156,100.0,True
Nagaland Page,4496,79,2038.0,False
Paul Wusow | #Digital #Marketing #Strategist,99,319,748.0,False
"Jon Post MA, MPH",8,180,42.0,True
Fred Roth @🏠,826,722,23084.0,False
EY Automotive,3662,449,405.0,False
John Wise,4,29,0.0,True
Gregory J O'Flaherty 💧💦,301,419,6043.0,False
Richard Nowakowski,148,75,12.0,False
Vinay Punwani,120,408,1408.0,False
St John's Hearing Aid Centre (Edinburgh),90,465,193.0,False
Global Health Strategies,87280,2775,10927.0,False
James Janeiro,582,2547,1979.0,False
Susie Bradford,8534,8724,424120.0,False
Mike,38,235,1146.0,False
Aly Balagamwala,3408,1147,129.0,False
Vicki J O'Grady Longo,437,1308,3269.0,False
Blood Donors India,1216660,2071,19483.0,False
Desmond Nunez,72,294,630.0,False
andy boothman,946,1126,6317.0,False
Vye One 🇨🇦,6102,3620,36510.0,False
gill wilson albon,115,471,512.0,False
Vicki J O'Grady Longo,437,1308,3269.0,False
Hindustan Times,7665786,126,2954.0,False
Narcity Canada,14049,16,70209.0,False
RichTrader,149,52,1991.0,False
Nicole,2896,1897,154915.0,False
laptoptravel,4553,2556,6149.0,False
Andrea ROMANIN,274,148,987.0,False
Chituga,673,643,24110.0,False
(Pieces Of) Lisa,1719,2255,101733.0,False
Call me Al ...,280,650,39119.0,False
Ken Perry,5038,5541,51017.0,False
WindTalkerMN #VoteBlueNoMatterWho2020,3458,3424,20121.0,False
One Chance Initiative,15730,17242,13896.0,False
brad,289,428,6573.0,False
Conservatie Patriot 🇨🇦🇺🇸,68,130,1113.0,True
मुंबई Matters™✳️,36799,29,12445.0,False
Groovy Toon,1238,69,193.0,False
Mike Miletich,1119,817,7683.0,False
sm00sh,567,213,3173.0,False
Linzers Bakery,441,408,1333.0,False
Nermin Daul,413,1358,10026.0,False
Mario Canseco,7473,4385,9036.0,False
KE Aviation,5590,178,1101.0,False
Xuebin Wei,179,292,258.0,False
Groovy Toon,1238,69,193.0,False
calfit32,6012,6613,21972.0,False
Groovy Toon,1238,69,193.0,False
ᴘᴀᴜʟ ꜱᴛᴀᴛʜᴀᴍ,886,881,21542.0,False
HIGH5BOX,94,42,254.0,False
Innocent Hitimana,310,2158,37.0,False
Groovy Toon,1238,69,193.0,False
Steven Entezari,486,267,11912.0,False
Steven Entezari,486,267,11912.0,False
Groovy Toon,1238,69,193.0,False
Faith Bible Church,19,211,20.0,False
Clinical OMICs,2027,1394,337.0,False
Ishita Singh,27,108,203.0,True
Groovy Toon,1238,69,193.0,False
laura,54,160,1800.0,False
PankajS 🇮🇳,1080,1889,74846.0,False
Richard Nowakowski,148,75,12.0,False
Tanya Gupta,192,415,780.0,False
RichTrader,149,52,1991.0,False
Groovy Toon,1238,69,193.0,False
Sam ⓥ,894,2939,5969.0,False
Blood Donors India,1216660,2071,19483.0,False
John,2406,1644,1488.0,False
Nigerians in Diaspora Commission,27174,103,1630.0,False
Ebby,592,281,167472.0,False
Groovy Toon,1238,69,193.0,False
"Jon Post MA, MPH",8,180,42.0,True
Classifieds California,366,609,14.0,False
JOECOOL,1183,1512,2395.0,False
Tetra Defense,443,149,145.0,False
Edward Anthony Rayne,2837,1128,3682.0,False
Anish P T,255,307,316.0,False
KlimaZen,90,70,7615.0,False
Groovy Toon,1238,69,193.0,False
Stericycle Communication Solutions,734,505,959.0,False
Kelly Reinke,2747,832,4900.0,False
R. Stewart,1401,1844,3832.0,False
NDTV,13444946,15,1.0,True
the.effing.librarian,1855,129,1607.0,False
Blood Donors India,1216660,2071,19483.0,False
YorkRegion,20871,807,268.0,False
Chris Hendel,2038,3257,60145.0,False
AccuroFit,139,66,2.0,True
Michael Schwartzberg,3151,4995,9465.0,False
Your Friend & Sabre ⚔️,309,1746,59614.0,False
theheartorg-Medscape,38516,1806,537.0,False
Brian J. Matos,219,956,195.0,False
Living Democracy,4327,4377,21351.0,False
Capt. Tripz,30,292,744.0,True
James Morehead,319,1004,5947.0,False
Adrián Vaca Guzmán,2852,3792,8654.0,False
Helen Miller,172,268,93.0,False
DaytonCharityChicken🐔🧢,2137,2522,18309.0,False
Caroline Harroe,746,1336,1467.0,False
Global Fund for Women,252881,2391,20705.0,False
Rick Anderson,11573,3762,15502.0,False
Concha Chulita🍞,393,5001,34871.0,False
America The Beautiful - Murder Hornet Master,24336,22304,89382.0,False
Saidy Uribe - Virtual Events,401,1600,13240.0,False
UK COVID-19,44425,122,1664.0,True
Robert  Allen Strupp,1125,1995,3634.0,False
nuny2017,5169,5662,9036.0,False
Lena Prisco PhD,366,678,37206.0,False
Jane,388,677,8379.0,False
Amesh Adalja,31577,1993,2006.0,False
Diane Verhoest,2156,4933,90075.0,False
nwfdailynews,31407,25198,1785.0,False
Tammi Sparks 😷🧼🧴,3591,3606,19719.0,False
Firdaus Hashim,1000,1347,3475.0,False
#StrategicBabbs®,379,219,5318.0,False
El REGIS Danger Kid,54,428,2321.0,False
City of Houston,307935,552,1963.0,False
Centrum pro životní prostředí a zdraví,508,942,3452.0,False
Zeeshan Mohsen,86,318,3208.0,False
Dr. Thomas Wilckens,3570,3136,10795.0,False
"J.-F. Claude, M.S.M.",10374,1586,105484.0,False
Christopher😷Proud Dem,34142,23824,71269.0,False
Mr T 2,18154,18169,106056.0,False
DNA,2173756,370,86.0,False
Katharine Kung,85,740,885.0,False
Patty,4067,3993,42.0,False
"Mesfin Teklu Tessema, MD, MA",727,273,731.0,False
Yev,56,3,10.0,False
₿itcoin ₿🅡own ⋰·⋰,11288,707,46538.0,False
Sterile Space,67,89,108.0,False
FABFulton,2583,893,9984.0,False
NM Dept. of Health,8201,1961,1802.0,False
Canadian Drug Policy Coalition,10025,2252,4281.0,False
The Source Magazine,669546,3747,8039.0,False
CEDR Digital Corps,7666,929,22312.0,False
K-State Collegian,11813,446,1089.0,False
Chayil Hawkins ❄️,224,273,2277.0,False
🅲🅷🆁🅸🆂 🅻🅸🆃🆃🅻🅴,5323,567,3760.0,False
Rusty,362,309,2860.0,False
dez blanchfield,215924,0,94361.0,False
Jae Stephens,350,654,5621.0,False
Mrs BJ Holloway,5185,5141,83029.0,False
Walt M,163,210,339.0,True
Ismael,411,1728,30400.0,False
"catfish fried up, dirty south fed. 🧜🏿‍♀️",192,521,6438.0,False
"catfish fried up, dirty south fed. 🧜🏿‍♀️",192,521,6438.0,False
“July” Jonny Hansen,934,2631,140813.0,False
"J.-F. Claude, M.S.M.",10374,1586,105484.0,False
Iran Focus,915,268,418.0,False
Helen Branswell,187270,1846,12329.0,False
Gurjit Singh,2951,1570,23524.0,False
✊🏽Aluta Continua✊🏽,5723,620,35271.0,False
Michael J. Donovan,201,346,2196.0,False
Jennifer ❤︎ ✞,257,435,1993.0,False
Psychotweed,1395,3948,45452.0,False
Ben Menesi #M365VM,769,757,1903.0,False
FRANCE 24 English,257579,1143,559.0,False
Galaxy Weblinks,2556,1865,1394.0,False
"Shailendra Singh, MD, FACP",51,176,124.0,False
Saffie Darboe,219,289,764.0,False
Glitchy ✨🧾™️,1171,600,980.0,True
"Graham, Stanley",20305,13368,34020.0,False
Judyth Mermelstein,3868,5000,52273.0,False
Nessa Childers,9099,1503,568.0,False
#LifeOnTheDock with Nikolai Busko,1440,4851,12.0,False
Laurie Garrett,193784,1784,8984.0,False
Wyatt Ronan,2198,943,4996.0,False
Nic Wirtz,1851,1754,11155.0,False
HC15 ❤💙,5551,5221,65669.0,False
❄️🇨🇦LaurieDolan aka rewselene ☘️,9282,9775,161822.0,False
Essam Hanashalshahaby -------عصام حميد حنش الشهابي,86,45,1300.0,False
Dr DV and CCIMHEALTH,277,191,54.0,False
"R. Ruth Linden, PhD",267,592,8722.0,False
A Single Black Female Nerd #BLM #BTLM,96,66,17207.0,True
Good Morning Liberty Podcast 🎙,1396,2862,901.0,False
City of Pasadena,33661,622,7584.0,False
Jiří Drozd,18,12,287.0,False
www.THEPIGEONEXPRESS.com,1026,109,4109.0,False
Medical News Today,86209,1583,800.0,False
Governor Mike DeWine,376399,884,269.0,False
Gail 🌊🗳🇺🇸😷,310,1920,75442.0,False
George Hoekstra,321,611,8005.0,False
Hannah Meisel,8535,4356,27480.0,False
Blick Calle,248,278,339.0,False
The 7 Day Theory®️,3405,2144,7883.0,False
Farid Mheir,1381,711,4397.0,False
IHEP,6368,2250,4055.0,False
Michael Baxter,464,345,9996.0,False
CovidWears,33,249,24.0,True
Sunday Express,4416,204,108.0,False
DeporbalyYours,1160,2437,15376.0,False
🌱Alex Nataros🌅,377,199,13156.0,False
Munna Ray,19,275,3356.0,False
Habitat for Humanity,1541,1807,4325.0,False
ACHP,2530,1901,1989.0,False
Daniel J Drucker,9445,589,4476.0,False
SafetyDriven™,1530,939,1363.0,False
NLADA,6771,1973,7065.0,False
California State Association of Counties®,10430,2938,6329.0,False
Ca Wohlmut (Wear a damn Mask),432,617,12987.0,False
Ben Martinez,386,1643,596.0,False
Alameda County Public Health Department,4391,556,535.0,False
Joan Harris,328,181,41698.0,False
Brookings Econ,67054,972,2522.0,False
Just keep swimming! Just keep swimming!,8213,7707,11951.0,False
Robin Hood,37769,1437,4075.0,False
Oromtitti Sadat,4,70,4.0,True
Staci Lee Schnell,1140,1257,1298.0,False
Diversity Radio 🌈💜🎶,511,879,1003.0,False
Lisa Osborn,6574,5538,6287.0,False
John Peters,3715,5000,202234.0,False
Amaresh O 🇮🇳,710,785,37437.0,False
Britt Newton,244,49,3650.0,False
"Shailendra Singh, MD, FACP",51,176,124.0,False
Mark Guy,3026,4984,34211.0,False
NILC Immigrant Justice Fund,1412,645,82.0,False
ESCWA,13918,837,2099.0,False
Raising Futures Kenya,9940,1277,991.0,False
fusemachines,3757,1778,1376.0,False
Real Alice,6388,5467,22693.0,False
bill,318,254,19103.0,False
"Ed Mariano, MD",14193,5569,34353.0,False
Richie,3723,3462,30077.0,False
Kristi Nix,2099,2664,1452.0,False
World Bank Cities,52245,1043,2554.0,False
Aerobiology Research,695,1500,4.0,True
American Service Pets,68,365,691.0,False
COVID Scale,872,2,7.0,True
National Academies,75497,2187,2910.0,False
ID News,6678,1355,1067.0,False
Department of Health,2587,274,568.0,False
🖤MoodyCancer🖤,864,1449,58046.0,False
Source ILS,1057,563,5059.0,False
CIN TV Jamaica,1195,542,2362.0,False
Pratik,234,97,11078.0,False
Alessandro Rota,752,890,3654.0,False
Jay Jayson,1964,665,72151.0,False
Jeremy Custer,191,631,114.0,False
Vidushi Dwivedi,69,184,153.0,False
Vicki J O'Grady Longo,437,1308,3269.0,False
News Ghana,30481,4064,604.0,False
The Comic Strip,2912,656,4462.0,False
RNAO,20308,3173,7999.0,False
Black Lives Matter ~ Cannabis is Food that Heals,4069,4849,211106.0,False
Ready Guilford,1337,199,20.0,False
Canadian Chamber of Commerce,19082,1726,9119.0,False
💥🌱 👻 Ghost 👻 🌱 💥,16436,5465,106693.0,False
suedanim 🎭,3462,4964,101440.0,False
Bihar NEWSBOX (Hindi/English),4566,1,1283.0,False
Stankevicius International,5,1,0.0,True
Ashish Jha Official,13,94,91.0,True
TampaHasSwagger,2804,2723,536.0,False
Shadows Of Your Mind,131,164,287.0,True
World Economic Forum,3830562,507,1785.0,False
"Antiqua N. Smart, DNP, NP-BC, PHNA-BC✝️ ⚕️",2579,1095,6403.0,False
"Kathryn Guylay, MBA, PhD",9916,9366,7117.0,False
Stafford METV,81,92,16.0,False
Gail 🌊🗳🇺🇸😷,310,1920,75442.0,False
Global FinTech Series,194,221,17.0,False
Exante Data,7706,354,338.0,False
Michael Naft,1868,635,2811.0,False
Right Relevance,52456,24,4938.0,False
Tim O'Connell,2969,4886,47155.0,False
U.S. GAO,49953,872,91.0,False
Science Magazine,1756341,498,1582.0,False
Rolando Garcia,9429,9475,4269.0,False
Yasmine Benmaiza,15,7,1.0,True
Casa Chiesi,1867,2629,5578.0,False
WorldFish,16618,685,4426.0,False
